DLVR_STORE_ADSTRD_CODE,DLVR_STORE_INDUTY_NM,DLVR_STORE_LEGALDONG_NM,월 평균 배달 매출,월 평균 주문 건수,평균 주문 금액,평균 소요 시간,
41285551,패스트푸드,백석동,447200,27,16700,990,
41800253,카페/디저트,전곡읍,1545900,101,15300,520,
11530720,분식,고척동,2507900,138,18100,1010,
11530740,치킨,개봉동,3527600,161,21900,1310,
11380551,분식,갈현동,1836400,89,20600,1240,
41390570,야식,목감동,994800,32,30900,1380,
41360570,카페/디저트,별내동,3835000,230,16700,2700,
11530730,한식,고척동,1538500,70,21900,1020,
41150595,치킨,가능동,351200,14,24500,2160,
41190610,치킨,중동,5579900,236,23600,1250,
41150510,야식,의정부동,7296900,321,22700,1190,
41150510,한식,의정부동,1366500,58,23500,1220,
41461320,야식,남사면,4680300,200,23400,330,
11530740,치킨,개봉동,554500,24,23300,1320,
41190603,치킨,심곡동,133300,6,22900,1060,
41173610,야식,호계동,9467500,257,36800,1440,
41390570,돈까스/일식,조남동,6524600,182,35800,940,
41150520,치킨,의정부동,59800,3,19900,1120,
41150561,치킨,장암동,2192900,91,24100,1290,
41190603,한식,심곡동,6800,0,20500,1830,
41390570,패스트푸드,목감동,30256400,1756,17200,900,
11545620,한식,독산동,907700,40,22400,1420,
41210650,한식,소하동,260800,8,34000,1410,
11530790,한식,궁동,918300,30,30100,2150,
41285590,치킨,장항동,300600,13,23400,1310,
11305575,카페/디저트,미아동,34400,3,12900,740,
41287530,한식,일산동,1721600,51,33900,990,
41281650,야식,행신동,849700,32,26600,1240,
41190742,돈까스/일식,중동,369800,18,20700,1070,
41670510,카페/디저트,홍문동,146300,8,18300,3490,
41150578,한식,민락동,1635300,48,34200,1330,
41150615,치킨,가능동,4300,0,26000,1640,
41190830,한식,삼정동,723200,32,22700,1250,
41287510,패스트푸드,일산동,3533700,172,20500,1180,
11470620,카페/디저트,신정동,1842100,94,19600,1380,
41210650,찜탕,일직동,371200,11,33200,1340,
41190603,치킨,심곡동,196200,8,23100,1330,
41210550,치킨,광명동,1714000,69,24700,1520,
11530720,분식,고척동,238300,11,22300,1030,
41480540,카페/디저트,동패동,1348600,83,16300,2230,
41190746,중식,심곡본동,2509900,110,22700,1100,
41285551,한식,백석동,267800,13,20100,1070,
11560605,패스트푸드,문래동3가,10507300,615,17100,1060,
41285510,치킨,식사동,799900,32,24700,1070,
41150520,야식,의정부동,69500,2,29800,2140,
11530560,치킨,구로동,3322700,203,16400,1590,
41190742,한식,중동,2890300,109,26600,1270,
41210650,한식,소하동,4329900,213,20300,1200,
41150510,카페/디저트,의정부동,22800,1,19600,870,
41281640,한식,행신동,4099800,235,17400,660,
41210650,한식,소하동,2805200,204,13700,1340,
11560535,분식,영등포동1가,25383700,1276,19900,1210,
41360253,한식,진접읍,9899800,389,25400,1210,
11560540,족발/보쌈,여의도동,14120300,352,40200,1330,
41150510,야식,의정부동,1447900,63,22900,2160,
41150510,찜탕,의정부동,2073000,109,19100,930,
11620585,카페/디저트,봉천동,1040000,54,19300,970,
41210610,돈까스/일식,철산동,523800,23,22600,1630,
41150520,족발/보쌈,의정부동,112800,3,37600,2100,
11380551,족발/보쌈,갈현동,3109500,81,38500,1090,
41590259,카페/디저트,향남읍,1469800,81,18100,2390,
41390570,분식,조남동,2710300,150,18000,830,
41150520,야식,의정부동,698500,32,21800,1530,
11530720,카페/디저트,고척동,43600,2,18700,840,
11530780,카페/디저트,오류동,3378500,174,19500,1210,
41190795,치킨,옥길동,2517000,108,23200,800,
41281622,패스트푸드,화정동,9042500,458,19700,1170,
41190742,치킨,중동,240600,11,21500,950,
41281650,족발/보쌈,행신동,17081900,439,38900,1040,
41190603,찜탕,심곡동,79300,3,26400,1390,
11530720,야식,고척동,42300,2,25400,1900,
41150567,야식,신곡동,1956100,85,23100,1080,
41150568,치킨,신곡동,1364000,56,24500,1220,
41390594,카페/디저트,정왕동,1430200,74,19400,1620,
41390570,돈까스/일식,목감동,6237200,317,19700,1010,
41150520,한식,의정부동,3678000,148,24900,1460,
41190746,야식,심곡본동,1062700,31,34700,1400,
11470680,카페/디저트,신정동,1085800,54,20000,1560,
11305575,한식,미아동,247300,13,19000,680,
11320522,야식,도봉동,666200,16,43000,1470,
41590253,카페/디저트,봉담읍,2918800,170,17200,650,
41461320,찜탕,남사면,12937800,484,26700,820,
41150510,찜탕,의정부동,3547600,100,35600,1270,
41150576,한식,민락동,318300,13,24800,1640,
41150520,카페/디저트,의정부동,275600,13,21500,850,
41461320,분식,남사면,4358300,245,17800,1290,
41150510,한식,의정부동,3238700,144,22400,1500,
41150510,돈까스/일식,의정부동,889700,28,32000,930,
41150510,돈까스/일식,의정부동,2836300,94,30300,880,
11530720,치킨,고척동,5965200,243,24600,2060,
41360262,한식,오남읍,1636100,65,25200,1620,
41150568,찜탕,신곡동,145300,4,34900,760,
41210540,피자,광명동,73700,3,22100,990,
41190795,카페/디저트,옥길동,73900,6,13400,830,
41150620,패스트푸드,녹양동,966400,59,16300,990,
41190795,카페/디저트,옥길동,2054400,120,17000,680,
41190610,한식,중동,412700,14,29800,1120,
41190744,카페/디저트,상동,2040800,106,19200,1560,
41150568,족발/보쌈,신곡동,3475900,94,37000,1070,
41281540,분식,성사동,1965800,96,20400,1140,
41390593,카페/디저트,정왕동,5693300,294,19400,1690,
41150555,찜탕,호원동,1901000,114,16700,720,
41150578,아시안/양식,민락동,607400,21,29400,1040,
41150568,야식,신곡동,820300,29,28000,1560,
41281655,패스트푸드,행신동,6145100,310,19900,900,
41150510,카페/디저트,의정부동,139000,8,18100,1290,
41285551,치킨,백석동,281400,11,25200,1070,
41190603,치킨,심곡동,17200,1,17200,830,
41150520,야식,의정부동,462200,18,25700,1150,
11290620,카페/디저트,정릉동,175900,10,18200,840,
41150510,야식,의정부동,1217200,56,21900,1870,
41287540,회,탄현동,359200,7,52600,1150,
41285590,피자,장항동,1227600,36,34600,1330,
41281622,분식,화정동,2694300,120,22500,850,
41271560,야식,본오동,2996300,110,27400,690,
11560670,피자,신길동,2598200,87,29800,1640,
41150615,한식,가능동,144300,7,21600,1920,
41210550,분식,광명동,387800,18,22200,1440,
41210610,치킨,철산동,254900,12,21000,1240,
11560660,치킨,신길동,6600,0,20000,1340,
41285570,카페/디저트,마두동,475400,33,14500,2780,
41150615,치킨,가능동,855200,34,25200,2050,
41190746,한식,심곡본동,6700,0,40000,1440,
41210631,야식,하안동,8749300,361,24200,1540,
41150567,피자,신곡동,3061700,129,23700,1070,
41390570,분식,조남동,1476800,68,21800,880,
41210610,분식,철산동,312100,18,17700,990,
11530740,찜탕,개봉동,64200,4,18300,1070,
41360262,한식,오남읍,11975200,540,22200,1410,
11620595,카페/디저트,봉천동,2345600,127,18400,1350,
41390570,카페/디저트,목감동,7521500,380,19800,1490,
41271550,피자,본오동,1717100,68,25300,840,
41190795,찜탕,옥길동,6430100,146,44000,1510,
41150510,한식,가능동,329500,17,19800,940,
11530740,야식,개봉동,73300,3,27500,1650,
41150576,치킨,민락동,1996600,82,24300,2260,
41150580,카페/디저트,금오동,130800,6,20700,2140,
41360570,카페/디저트,별내동,4694300,242,19400,2740,
41285560,한식,마두동,918900,38,24000,910,
41150555,카페/디저트,호원동,1865300,104,17900,940,
41150510,한식,의정부동,438100,21,21200,1630,
41150573,치킨,용현동,657500,26,24800,2000,
41150520,치킨,의정부동,542500,19,28100,850,
41150595,찜탕,가능동,1313900,38,34600,1060,
41150578,한식,민락동,1907800,92,20800,1070,
41150510,한식,의정부동,15694800,475,33000,1500,
41287540,치킨,탄현동,161300,7,22500,1160,
41285510,회,식사동,697000,16,44000,1090,
41281621,찜탕,화정동,496500,10,48800,1450,
41461320,치킨,남사면,3175500,120,26600,1620,
11305575,한식,미아동,791200,30,26500,1320,
41281621,족발/보쌈,화정동,1978700,65,30400,1240,
11530730,회,고척동,3300500,77,42800,980,
41150567,한식,신곡동,5354200,201,26700,900,
41360265,카페/디저트,퇴계원읍,4177200,212,19700,2770,
11560515,패스트푸드,영등포동,10000400,498,20100,980,
41190610,치킨,중동,1499000,62,24200,1120,
41190603,치킨,심곡동,6300,0,19000,710,
11530770,한식,오류동,20700,1,24800,1400,
11530780,치킨,오류동,260600,12,22300,1390,
41190610,치킨,중동,515300,22,23800,1370,
41190742,아시안/양식,중동,266600,8,31400,600,
11320522,족발/보쌈,도봉동,9006200,321,28000,940,
11320680,족발/보쌈,쌍문동,2603800,111,23500,1180,
11545690,카페/디저트,시흥동,491300,31,15700,1380,
41150555,피자,호원동,2377600,93,25500,1480,
41210650,치킨,소하동,1054800,47,22300,1620,
41150580,한식,금오동,3674900,112,32700,1450,
41210540,족발/보쌈,광명동,1856300,58,31700,1420,
41210650,돈까스/일식,일직동,73100,3,27400,1440,
41150620,치킨,녹양동,479800,19,25000,1820,
41150576,한식,민락동,909200,36,24900,1030,
41150576,회,민락동,566800,16,35100,1840,
41281621,돈까스/일식,화정동,5433400,250,21700,1040,
41287540,피자,탄현동,2565300,110,23300,1180,
41190742,분식,중동,331800,20,16900,1000,
11530780,치킨,오류동,3252100,129,25100,1210,
41480540,카페/디저트,동패동,2902800,147,19700,2130,
41250565,족발/보쌈,지행동,2515200,62,40500,1020,
41190795,돈까스/일식,괴안동,437800,27,16100,1050,
41281622,족발/보쌈,화정동,5182500,298,17400,840,
41150510,피자,의정부동,1574700,95,16600,1100,
11530740,찜탕,개봉동,2833400,148,19200,1200,
41150510,한식,의정부동,80500,3,25400,1950,
41150578,족발/보쌈,민락동,2905100,78,37300,1330,
11305575,야식,미아동,6300,0,19000,1180,
41150595,한식,의정부동,645700,22,28700,2030,
11380551,회,갈현동,6442200,186,34600,1260,
41190603,야식,심곡동,20900,1,20900,680,
41150510,한식,의정부동,298700,9,32000,2310,
41150595,치킨,가능동,586400,22,26100,1990,
41150510,아시안/양식,의정부동,41600,2,25000,2190,
41360262,회,오남읍,7487200,181,41300,1530,
41150510,돈까스/일식,의정부동,300200,13,23100,1640,
41271540,치킨,본오동,3014600,172,17500,660,
41281640,분식,행신동,1885800,99,19000,1090,
41113662,카페/디저트,금곡동,1667000,89,18800,1040,
41285570,피자,마두동,606400,19,31600,1330,
11530720,한식,고척동,3435700,148,23200,1090,
41210550,한식,광명동,102200,3,38300,1900,
41271525,중식,사동,1955500,93,21000,940,
41150510,회,의정부동,2052800,49,41900,890,
41190746,카페/디저트,송내동,2485700,121,20600,1920,
41360253,한식,진접읍,5277700,165,32000,1410,
41281622,한식,화정동,7445800,266,28000,1330,
41210540,돈까스/일식,광명동,4987300,124,40400,1320,
41210600,카페/디저트,철산동,111000,6,17500,1770,
41150520,족발/보쌈,의정부동,137800,4,34500,2240,
41190603,한식,심곡동,232900,12,20300,1250,
41281621,중식,화정동,2121300,85,25000,1290,
41590515,카페/디저트,새솔동,4926700,251,19700,960,
41190742,돈까스/일식,중동,783200,19,42000,1180,
41271510,야식,일동,260400,10,25200,740,
11560690,족발/보쌈,신길동,3449900,168,20600,1310,
41150568,치킨,신곡동,1238200,63,19800,1340,
41461250,카페/디저트,포곡읍,1102400,62,17800,430,
11290620,카페/디저트,정릉동,80800,4,20200,1960,
11560680,회,신길동,1656300,45,36800,1690,
11560700,분식,대림동,1827200,111,16500,1140,
41220253,카페/디저트,안중읍,578100,31,18900,1260,
41190606,돈까스/일식,원미동,101400,5,21000,1120,
41150568,카페/디저트,신곡동,3113400,185,16800,1170,
41480540,카페/디저트,문발동,1071000,62,17200,2230,
11320522,한식,도봉동,9605200,348,27600,1250,
41150520,치킨,의정부동,296200,12,24000,1860,
41210650,패스트푸드,일직동,315200,16,19700,1290,
41360253,회,진접읍,907000,21,43900,1730,
11530530,피자,구로동,2726700,92,29600,1340,
41360265,카페/디저트,퇴계원읍,1187400,76,15700,2990,
41360253,카페/디저트,진접읍,6076400,313,19400,5550,
41281622,야식,화정동,3565400,146,24300,1000,
41150576,회,민락동,9545800,285,33500,1170,
41150520,아시안/양식,의정부동,629100,22,28200,1580,
41150620,회,녹양동,609800,23,26700,1000,
11530720,분식,고척동,810300,39,20600,1220,
41190603,야식,심곡동,76800,2,32900,1100,
41390570,카페/디저트,산현동,1363400,77,17600,920,
11530780,족발/보쌈,오류동,38800,1,38800,1350,
41281622,야식,화정동,1924200,41,47100,830,
41281640,피자,행신동,58000,2,26800,1150,
41150545,치킨,호원동,35200,2,19200,980,
41210633,치킨,하안동,2077300,89,23400,1650,
11530560,치킨,구로동,2726400,119,22900,1550,
41150555,중식,호원동,914200,44,20800,1660,
41210600,치킨,철산동,117300,5,22000,1210,
11545610,돈까스/일식,독산동,802000,38,21200,940,
41650250,카페/디저트,소흘읍,889900,42,21300,950,
41650250,회,소흘읍,365400,8,46600,780,
41210650,패스트푸드,일직동,540200,22,24200,1260,
11530720,찜탕,고척동,1487000,47,31600,1940,
41150578,한식,민락동,60200,3,21200,1250,
11530770,돈까스/일식,오류동,3796800,157,24200,1410,
41287540,한식,탄현동,65500,2,32800,1250,
41150595,한식,가능동,239200,11,22400,2000,
41150510,족발/보쌈,의정부동,1367800,62,22100,1740,
41150555,족발/보쌈,호원동,8550200,205,41700,990,
41150520,족발/보쌈,의정부동,1797400,45,39900,1140,
41150567,치킨,신곡동,85400,3,25600,1200,
41150510,족발/보쌈,의정부동,2028800,57,35600,1660,
41210550,치킨,광명동,2262700,86,26500,1140,
41150580,찜탕,금오동,1093200,66,16700,820,
41210631,치킨,하안동,6289400,263,23900,1190,
41190606,한식,도당동,1177400,62,18800,1120,
11560515,중식,영등포동,3103800,121,25600,1220,
41150520,분식,의정부동,3530000,198,17800,780,
41150578,치킨,낙양동,55800,3,17600,1720,
41190603,분식,심곡동,3200,0,19000,830,
41630530,카페/디저트,덕정동,1840500,86,21400,910,
41190795,카페/디저트,범박동,2390500,145,16500,1040,
41150510,한식,의정부동,216000,8,26500,2130,
41250520,족발/보쌈,생연동,1113000,31,36100,1100,
41150510,돈까스/일식,의정부동,1796100,86,20800,1970,
41150567,회,신곡동,1701400,40,42000,1680,
41210650,한식,소하동,246600,10,26000,1120,
41150578,치킨,민락동,532200,25,21300,1730,
41281650,치킨,행신동,6352000,289,22000,1120,
41287540,한식,탄현동,4808800,132,36400,1000,
41390570,족발/보쌈,논곡동,6329700,188,33600,1180,
41210650,치킨,일직동,339200,12,27900,1690,
41150578,야식,민락동,352100,13,26700,1470,
41190610,치킨,상동,1246200,60,20900,1170,
41150567,치킨,신곡동,203800,9,22200,1370,
11320681,족발/보쌈,쌍문동,3326300,92,36000,830,
11545510,분식,가산동,5116800,202,25300,840,
41150510,치킨,의정부동,2552900,69,37100,1700,
41630560,카페/디저트,옥정동,1498700,92,16400,1360,
41150595,치킨,가능동,233600,11,21600,2060,
41650250,치킨,소흘읍,8700,0,26000,1060,
11620595,카페/디저트,봉천동,3802800,281,13500,1230,
41390520,카페/디저트,신천동,2102500,132,15900,1020,
11470620,돈까스/일식,신정동,2611400,82,32000,910,
41150580,치킨,금오동,574400,24,23800,1760,
41390570,찜탕,조남동,2071900,120,17200,610,
41190795,카페/디저트,옥길동,439100,18,23700,660,
41281630,분식,토당동,4134200,164,25200,1150,
41150576,야식,민락동,32200,2,21400,2020,
41190795,아시안/양식,옥길동,2952200,77,38300,1120,
41190606,카페/디저트,역곡동,830000,44,18700,980,
11545510,찜탕,가산동,1859200,68,27400,1060,
41190795,치킨,옥길동,1663100,70,23900,1350,
41390640,카페/디저트,능곡동,1222100,64,19000,1920,
41173566,카페/디저트,관양동,1174900,67,17500,860,
41650250,분식,소흘읍,958600,47,20400,1080,
41150520,돈까스/일식,의정부동,1026100,43,24000,870,
41461320,한식,남사면,260200,9,28900,1240,
41150620,족발/보쌈,녹양동,1467200,39,37900,1230,
41650250,피자,소흘읍,1564100,52,30300,970,
11590680,카페/디저트,신대방동,2107100,108,19400,1330,
11290640,카페/디저트,정릉동,68900,4,18800,2160,
41360259,카페/디저트,진건읍,1769900,106,16700,1860,
41150580,돈까스/일식,금오동,1098900,36,30700,1090,
41150510,분식,의정부동,207100,12,17000,1790,
11530790,카페/디저트,온수동,3309400,212,15600,1420,
41190742,회,중동,885300,23,38500,1150,
41150580,한식,금오동,65000,3,24400,1910,
41190746,분식,심곡본동,2061600,100,20500,1100,
41150576,카페/디저트,민락동,418800,27,15700,1800,
41287510,피자,일산동,3080600,141,21900,1260,
41190746,카페/디저트,심곡본동,1406500,100,14100,1100,
41150567,회,신곡동,416000,9,46200,2120,
41150595,찜탕,가능동,236600,11,20900,1650,
41650250,패스트푸드,소흘읍,162300,9,18700,640,
41461320,분식,남사면,6083300,270,22500,870,
41287540,패스트푸드,탄현동,1038900,50,20700,920,
41150578,카페/디저트,민락동,4460200,221,20200,960,
41210640,아시안/양식,소하동,235200,8,29400,1080,
41150580,찜탕,금오동,4312000,222,19500,1160,
41150510,돈까스/일식,의정부동,160000,6,29100,1580,
41285551,회,백석동,315000,8,37100,1470,
41150578,족발/보쌈,민락동,1099000,30,37300,1800,
41150567,야식,신곡동,214200,11,20100,790,
11560680,치킨,신길동,914500,43,21100,1380,
41360253,찜탕,진접읍,839300,16,51400,1510,
11530740,치킨,개봉동,371500,18,20400,980,
41210610,카페/디저트,철산동,290600,7,41500,1500,
11560680,피자,신길동,845700,26,32100,1200,
41210610,분식,철산동,108200,5,22400,1330,
41210650,돈까스/일식,일직동,122800,5,25400,1860,
11530595,치킨,가리봉동,62000,2,24800,1220,
41360253,찜탕,진접읍,297500,11,27900,1260,
41190610,피자,중동,314800,18,17000,1150,
41250535,치킨,생연동,672900,33,20500,950,
41190750,피자,소사본동,172300,8,22000,1180,
41190750,카페/디저트,소사본동,3765400,230,16400,890,
41150595,치킨,의정부동,6847200,352,19500,1240,
41281622,피자,화정동,299400,13,23300,1390,
41150595,찜탕,가능동,129000,4,36900,2010,
41150555,분식,호원동,717900,38,18600,900,
41150510,분식,의정부동,28400,2,18900,2510,
41190795,카페/디저트,괴안동,4400000,265,16600,1080,
41190795,카페/디저트,옥길동,532500,26,20500,930,
41150580,한식,금오동,817800,23,35800,2150,
41150567,패스트푸드,신곡동,659400,45,14800,1600,
41190746,치킨,심곡본동,2247400,95,23700,1380,
41250566,족발/보쌈,지행동,14131800,335,42100,1110,
41210610,치킨,철산동,91700,5,19000,1490,
41150510,한식,의정부동,57800,2,31500,1980,
41190606,한식,도당동,262400,8,32100,1610,
41150510,족발/보쌈,의정부동,204000,5,38200,2070,
41360253,찜탕,진접읍,3358200,190,17700,780,
41150520,분식,의정부동,1041100,42,24800,690,
41190742,분식,중동,5800,0,35000,1320,
11530780,치킨,오류동,547000,23,24000,1390,
41650250,찜탕,소흘읍,2395800,138,17300,590,
11290660,카페/디저트,길음동,155000,9,17600,1680,
41150568,찜탕,신곡동,2789200,61,45600,1050,
41360262,패스트푸드,오남읍,5799200,305,19000,980,
11530730,치킨,고척동,2388900,92,26100,1050,
41150567,회,신곡동,7166100,172,41800,900,
41190795,한식,옥길동,59100,2,23600,640,
41150510,한식,의정부동,468000,20,23000,1840,
41150595,족발/보쌈,가능동,246400,7,37000,1060,
11530740,치킨,개봉동,12200,1,14600,760,
41190750,치킨,소사본동,734000,28,26500,1570,
41150595,분식,의정부동,563000,31,18000,1820,
41150595,피자,가능동,237800,11,22300,1580,
41150568,피자,신곡동,606500,25,24300,2150,
11320690,치킨,방학동,2120000,94,22500,1190,
41800253,패스트푸드,전곡읍,14767300,803,18400,830,
41190742,분식,중동,4200,0,25500,3170,
41150545,족발/보쌈,호원동,1872800,67,28000,790,
11305575,야식,미아동,30000,1,22500,1040,
41390570,카페/디저트,목감동,701900,41,17000,1580,
41150520,한식,의정부동,4660600,223,20900,940,
41150545,회,호원동,433800,13,32900,630,
41150580,분식,금오동,749800,36,20600,1570,
41150580,카페/디저트,금오동,2785600,89,31400,890,
41390570,찜탕,조남동,1323800,38,34700,1030,
41190610,한식,상동,2138500,92,23300,1060,
41150568,치킨,신곡동,64200,4,18300,1940,
11530720,중식,고척동,961000,43,22200,1390,
11320521,야식,도봉동,2216300,108,20600,1180,
41150568,찜탕,신곡동,1832300,46,40000,1210,
41650250,카페/디저트,소흘읍,2141500,114,18700,500,
41190603,한식,심곡동,47300,3,17800,1280,
11530720,돈까스/일식,고척동,6412100,219,29300,1130,
41150510,한식,의정부동,29500,1,22100,1860,
41285552,아시안/양식,백석동,345900,10,32900,1290,
41271540,한식,본오동,3168300,162,19500,700,
41150580,한식,금오동,217000,8,27700,1600,
41150520,찜탕,의정부동,1699200,80,21400,960,
41150520,도시락,의정부동,23200,2,13900,1230,
41150567,분식,신곡동,5300000,278,19100,770,
11560560,도시락,당산동4가,5511500,228,24100,1740,
11305555,분식,미아동,93800,5,17600,650,
11530720,한식,고척동,620700,28,22000,1030,
41190606,한식,역곡동,4389800,182,24200,1020,
11305534,도시락,미아동,100100,3,30000,680,
41150568,찜탕,신곡동,12792600,633,20200,1230,
41390540,도시락,은행동,2565300,133,19300,920,
41285510,카페/디저트,식사동,120200,4,26700,990,
41210600,카페/디저트,철산동,1817000,142,12800,1140,
11380552,카페/디저트,갈현동,1149000,67,17100,900,
41271525,한식,사동,937800,40,23400,720,
41360253,돈까스/일식,진접읍,2991700,92,32500,1630,
41150520,찜탕,의정부동,17209300,837,20600,970,
41650510,카페/디저트,신읍동,950100,36,26800,1070,
11560605,한식,문래동3가,1275000,47,26900,1270,
41150510,한식,가능동,369200,19,19800,980,
41360253,도시락,진접읍,11757400,479,24600,870,
41150520,돈까스/일식,의정부동,2976500,145,20500,820,
41190795,돈까스/일식,옥길동,6862100,332,20600,980,
41285590,도시락,장항동,932900,32,29600,1280,
41190742,분식,중동,4000,0,24000,540,
41650250,카페/디저트,소흘읍,305800,20,15200,670,
41190830,족발/보쌈,내동,1624400,69,23400,1130,
41150510,아시안/양식,의정부동,409600,22,18200,820,
41190746,카페/디저트,심곡본동,5009600,351,14300,1560,
41210580,치킨,광명동,943200,42,22400,1380,
11560560,도시락,당산동5가,112000,2,51700,1640,
41590515,카페/디저트,새솔동,3984000,230,17300,900,
11305575,도시락,미아동,77600,4,22200,780,
11320515,한식,창동,16570800,858,19300,970,
41285540,한식,풍동,842400,31,26900,1150,
41150576,분식,민락동,477000,24,20000,1030,
41190606,돈까스/일식,역곡동,947600,38,24800,1060,
41150510,아시안/양식,의정부동,284800,12,24400,1800,
41271550,분식,본오동,7156100,480,14900,690,
41610530,찜탕,태전동,171300,8,20200,590,
11380570,분식,대조동,11742000,540,21800,990,
41150615,도시락,가능동,403800,20,20700,1390,
11545510,분식,가산동,9756700,397,24600,1380,
41190795,분식,괴안동,2544300,117,21700,760,
41150567,한식,신곡동,160200,9,18500,1080,
11530720,피자,고척동,5121000,206,24800,1400,
41150576,피자,민락동,2244700,83,27000,790,
41150510,아시안/양식,의정부동,9956700,498,20000,1250,
41150595,한식,가능동,2126200,72,29500,1430,
41650250,분식,소흘읍,3077700,156,19700,870,
11530520,분식,구로동,1497800,88,17000,1370,
11545510,돈까스/일식,가산동,4678400,194,24100,1040,
41150510,돈까스/일식,의정부동,3347400,135,24800,980,
41150595,돈까스/일식,가능동,787000,28,28300,1000,
41210610,피자,철산동,419900,13,33200,1540,
11560720,분식,대림동,3199300,147,21800,1250,
41287550,도시락,주엽동,1375000,53,26100,910,
41150567,한식,신곡동,303800,13,23400,1250,
11320522,도시락,도봉동,3130100,114,27500,950,
41150520,한식,의정부동,55200,2,22100,1140,
41271540,한식,본오동,1317700,99,13300,610,
41287540,분식,탄현동,792000,31,25300,1240,
41650510,피자,신읍동,193900,7,27100,1220,
11320690,카페/디저트,방학동,1301600,71,18200,1050,
41190746,중식,송내동,1973700,170,11600,900,
41210610,치킨,철산동,633900,26,24200,1560,
41281630,한식,토당동,886800,37,23800,820,
11530780,치킨,오류동,1333200,57,23300,1180,
41150576,분식,민락동,32700,1,28000,1270,
41150510,야식,의정부동,1323600,73,18100,650,
41281650,분식,행신동,871700,46,19100,1080,
41150510,한식,가능동,44500,2,22200,1600,
11560680,분식,신길동,1174000,64,18300,1380,
41210650,분식,일직동,322400,15,21300,1230,
41360262,찜탕,오남읍,1032800,29,35800,1040,
41190603,분식,심곡동,2997700,160,18700,990,
41150567,한식,신곡동,306300,15,20200,1620,
41150520,한식,의정부동,1533800,68,22400,1140,
11560540,한식,여의도동,715600,26,27500,1630,
41190746,카페/디저트,송내동,4272400,164,26000,1210,
41210550,중식,광명동,1509600,68,22400,1570,
41650250,카페/디저트,소흘읍,765600,45,16900,420,
41287570,패스트푸드,대화동,108200,5,21600,1110,
41190746,회,심곡본동,665800,30,22100,1260,
11530740,카페/디저트,개봉동,2392700,125,19200,860,
41281621,분식,화정동,2346400,138,17000,1080,
11530770,한식,오류동,4195800,165,25500,1000,
41150568,도시락,신곡동,166800,7,25000,900,
11530720,도시락,고척동,3624100,157,23000,1170,
41590259,카페/디저트,향남읍,2248600,138,16300,2950,
41150580,한식,금오동,692500,28,24900,1120,
11470620,카페/디저트,신정동,1594900,82,19500,1430,
11320670,치킨,쌍문동,5465500,229,23800,1240,
41150620,돈까스/일식,녹양동,2005900,102,19700,1110,
11530770,찜탕,오류동,180200,10,19000,1060,
41150545,분식,호원동,71900,6,13100,890,
41190795,카페/디저트,옥길동,2471600,177,14000,840,
41150568,한식,신곡동,3910800,156,25100,840,
41190795,찜탕,옥길동,4091200,124,32900,1140,
41210610,중식,철산동,228400,11,21400,1080,
41150567,한식,신곡동,210500,10,22200,1530,
41150568,찜탕,신곡동,1904200,88,21600,1980,
41360262,한식,오남읍,2419100,91,26600,970,
11530520,패스트푸드,구로동,2047200,115,17800,1370,
41480560,카페/디저트,목동동,3463000,237,14600,3870,
41390570,카페/디저트,조남동,411300,29,14200,1010,
41390570,한식,목감동,4077600,240,17000,830,
41190603,도시락,심곡동,60300,3,21300,1100,
41210650,한식,일직동,109500,5,21900,1330,
11545690,한식,시흥동,8760800,310,28300,1860,
11530780,분식,오류동,1980200,87,22800,1320,
41190742,카페/디저트,중동,108500,8,14500,980,
41210540,아시안/양식,광명동,3175200,134,23700,1390,
11560700,찜탕,대림동,951200,23,41400,1460,
41190610,카페/디저트,중동,305200,20,15700,1180,
11290650,한식,정릉동,14500,1,14500,790,
41390592,카페/디저트,정왕동,1176900,59,20100,2090,
41360253,한식,진접읍,1444800,71,20300,1160,
41281640,치킨,행신동,1760800,91,19300,900,
41150555,족발/보쌈,호원동,9970500,442,22600,830,
41150615,도시락,가능동,5300600,277,19200,800,
41150567,분식,신곡동,1911700,124,15500,870,
11545670,찜탕,시흥동,327600,19,17200,800,
41150567,패스트푸드,신곡동,363500,20,18200,1070,
41281640,한식,행신동,311700,16,19300,720,
41150568,카페/디저트,신곡동,151400,11,14000,870,
41150576,찜탕,민락동,1624700,79,20500,720,
41150510,한식,의정부동,283200,14,20000,910,
41650250,도시락,소흘읍,4602000,234,19600,610,
41190795,돈까스/일식,옥길동,3524000,147,23900,680,
41271560,돈까스/일식,본오동,1624900,58,27900,850,
41281622,치킨,화정동,1225400,48,25500,1250,
41190603,패스트푸드,심곡동,93200,4,24300,1110,
11545630,카페/디저트,독산동,707700,40,17700,1320,
41210570,카페/디저트,광명동,1092500,68,15900,1200,
41281540,피자,성사동,14400,0,28700,960,
41150510,야식,의정부동,5948500,262,22700,1230,
41390570,한식,산현동,4316400,192,22400,820,
11560540,분식,여의도동,6261900,273,22900,1600,
41150561,한식,장암동,2320200,99,23500,1010,
41150615,치킨,가능동,2931700,190,15500,1010,
41150567,한식,신곡동,5701400,290,19700,810,
41190744,중식,상동,961200,48,20200,1100,
11545510,분식,가산동,5800,0,17200,930,
41150568,피자,신곡동,34800,1,26100,1090,
41650250,분식,소흘읍,713300,30,24000,960,
41360253,카페/디저트,진접읍,3527700,144,24600,1080,
