,DLVR_STORE_ADSTRD_CODE,DLVR_STORE_ID,DLVR_STORE_INDUTY_NM,DLVR_STORE_LEGALDONG_NM,월 평균 배달 매출,월 평균 주문 건수,평균 주문 금액,평균 소요 시간,Label
844,41210610,S0021859,야식,철산동,555700,18,30000,1400,3
845,41150510,S0036553,분식,의정부동,698400,36,19200,1970,3
846,41650510,S0035847,분식,신읍동,1476800,71,20800,1260,1
847,41281622,S0002286,족발/보쌈,화정동,21390200,587,36400,1260,1
848,41190606,S0001441,한식,원미동,112500,6,18800,1090,0
849,11530780,S0001714,치킨,오류동,10529500,486,21700,1300,0
850,11560680,S0025715,치킨,신길동,3768900,173,21800,1160,2
851,41281621,S0002275,족발/보쌈,화정동,3690900,186,19900,880,1
852,11560650,S0021970,야식,신길동,157300,7,21400,1410,3
853,41150576,S0027796,한식,민락동,4917300,201,24500,920,2
854,41281650,S0000487,치킨,행신동,8538500,392,21800,1440,1
855,41150568,S0023666,분식,신곡동,633800,41,15500,790,3
856,11320670,S0033431,족발/보쌈,쌍문동,13553400,360,37700,1140,2
857,41150573,S0039701,치킨,용현동,4684400,191,24500,1490,0
858,41250535,S0040421,한식,생연동,3348700,154,21800,880,1
859,41190750,S0019853,카페/디저트,소사본동,901200,66,13600,1270,0
860,41150580,S0023559,야식,금오동,2203000,84,26400,2030,2
861,41150578,S0028827,돈까스/일식,민락동,11914200,559,21300,870,1
862,11530560,S0035468,한식,구로동,558800,27,20600,1300,2
863,41210650,S0022240,치킨,일직동,462700,20,22600,1470,0
864,41210600,S0021191,족발/보쌈,철산동,1067100,39,27500,1600,3
865,41150510,S0037081,족발/보쌈,의정부동,833800,42,19900,1960,3
866,41190606,S0019591,족발/보쌈,춘의동,879500,27,32800,1110,3
867,11530720,S0000177,치킨,고척동,797100,35,23000,1060,2
868,41360253,S0039767,회,진접읍,9782500,256,38300,1420,1
869,41480570,S0040482,치킨,야당동,11331300,443,25600,1130,1
870,11305575,S0039159,돈까스/일식,미아동,219700,8,29300,890,2
871,41150580,S0023674,카페/디저트,금오동,806700,49,16600,1660,2
872,41190603,S0020541,치킨,심곡동,1369000,58,23400,1100,0
873,41630520,S0000673,카페/디저트,삼숭동,2011200,100,20200,1440,1
874,11305555,S0029478,족발/보쌈,미아동,116800,3,35000,1440,2
875,41190606,S0020689,찜탕,역곡동,2014100,112,17900,1020,0
876,11320690,S0028323,한식,방학동,344700,11,31300,1150,2
877,41150578,S0029086,돈까스/일식,민락동,7081500,365,19400,1400,3
878,11530720,S0000159,치킨,고척동,1068200,54,20000,1080,2
879,41150580,S0035033,야식,금오동,532100,23,23100,810,2
880,41150555,S0033404,회,호원동,2348800,75,31400,810,0
881,11305534,S0002051,카페/디저트,미아동,373600,20,18400,920,2
882,41390570,S0019741,치킨,목감동,141300,7,21200,820,1
883,41190744,S0020055,피자,상동,2456300,88,27900,1210,0
884,41190742,S0020885,분식,중동,3300,0,20000,2520,3
885,41150545,S0041697,찜탕,호원동,234000,7,33400,910,0
886,41190603,S0001462,치킨,원미동,52100,3,18400,1300,0
887,41150580,S0023694,돈까스/일식,금오동,1798400,55,32700,2000,3
888,41150576,S0027898,분식,민락동,5723500,280,20500,1150,3
889,11530790,S0001323,치킨,온수동,131000,6,20700,1200,0
890,41150510,S0037024,카페/디저트,의정부동,4658200,206,22700,1110,0
891,41150567,S0028262,한식,신곡동,3216800,110,29200,1600,0
892,41285560,S0028425,족발/보쌈,마두동,309800,8,36500,1240,1
893,41150568,S0032061,피자,신곡동,1181300,47,25200,1960,0
894,11530740,S0000256,카페/디저트,개봉동,2289200,138,16600,890,2
895,41281650,S0000506,치킨,행신동,4462800,214,20800,1180,1
896,41210650,S0022167,족발/보쌈,소하동,40551300,1034,39200,1240,1
897,41190742,S0020671,돈까스/일식,약대동,462600,23,20400,1050,3
898,41210520,S0021758,한식,광명동,7391100,292,25300,950,2
899,41150578,S0028130,치킨,민락동,880600,40,21800,2070,2
900,41150520,S0028463,족발/보쌈,의정부동,1011700,28,35700,1020,3
901,41150580,S0023725,치킨,금오동,571700,26,21800,1420,2
902,41210620,S0021761,돈까스/일식,철산동,958900,36,26600,1160,3
903,41390570,S0019765,찜탕,목감동,4369200,182,24000,790,1
904,11380552,S0040237,치킨,갈현동,1124000,53,21100,1140,2
905,41150510,S0036525,회,의정부동,811300,19,42000,1710,0
906,41190603,S0001467,피자,원미동,19400,1,16700,770,0
907,11320514,S0000747,카페/디저트,창동,116100,5,24000,1940,0
908,41171600,S0002152,카페/디저트,석수동,1187900,77,15400,1490,0
909,41190795,S0019844,카페/디저트,범박동,608100,39,15700,990,2
910,41150510,S0036449,중식,의정부동,67400,4,18400,2110,3
911,41287540,S0040456,치킨,탄현동,3285800,142,23200,1160,1
912,41210610,S0021144,회,철산동,165700,6,29200,1760,0
913,41271550,S0028581,족발/보쌈,본오동,10629300,287,37000,760,1
914,41150567,S0031986,돈까스/일식,신곡동,1082500,53,20500,830,3
915,41150578,S0028897,한식,민락동,768100,23,33200,750,2
916,11530595,S0042196,치킨,가리봉동,702500,29,24400,1480,2
917,41390510,S0000649,카페/디저트,대야동,3778100,195,19400,1330,1
918,41390570,S0019727,치킨,조남동,5720100,240,23800,1080,1
919,41150567,S0037775,패스트푸드,신곡동,7452400,500,14900,940,1
920,41190795,S0021752,치킨,옥길동,486500,21,23400,1200,0
921,41173610,S0029780,치킨,호계동,1177200,40,29100,1250,0
922,41210631,S0022064,야식,하안동,10694500,199,53700,1630,3
923,41285510,S0040895,피자,식사동,2323200,67,34600,1100,1
924,41210610,S0021840,패스트푸드,철산동,1166800,54,21700,1460,0
925,41150568,S0026431,족발/보쌈,신곡동,1368000,39,35200,1930,3
926,41150510,S0028414,회,의정부동,443700,10,43600,2070,0
927,11350630,S0000638,카페/디저트,상계동,3868000,202,19200,1600,2
928,41150545,S0041672,치킨,호원동,2189000,95,23000,1100,0
929,41210650,S0022267,분식,일직동,749800,34,22400,1170,3
930,11320522,S0026246,족발/보쌈,도봉동,244600,12,21300,1410,2
931,41150545,S0035994,돈까스/일식,호원동,787700,24,32200,710,3
932,41150615,S0025965,치킨,가능동,3038900,120,25300,1430,2
933,41150576,S0027811,회,민락동,595000,17,34300,2140,0
934,41150595,S0022701,한식,가능동,62500,4,13900,1380,2
935,41390570,S0019812,치킨,조남동,3334400,159,20900,1130,1
936,41190603,S0001076,한식,심곡동,70800,3,21200,710,0
937,41150510,S0035058,돈까스/일식,의정부동,404000,14,28500,860,3
938,41285552,S0029133,분식,백석동,3652700,155,23600,1410,1
939,41390540,S0020477,치킨,은행동,552300,25,22200,1010,1
940,41650250,S0040412,치킨,소흘읍,4911900,320,15300,550,1
941,41285560,S0041000,피자,마두동,1807600,64,28300,1030,1
942,41113664,S0000640,카페/디저트,호매실동,2992900,156,19200,1140,0
943,41150568,S0023811,치킨,신곡동,1294400,52,24700,2430,0
944,41390570,S0002032,카페/디저트,산현동,2839100,176,16100,1560,1
945,41150545,S0041753,치킨,호원동,1676600,66,25500,1150,0
946,11545700,S0020328,찜탕,시흥동,224400,6,36400,1460,2
947,41150520,S0029741,한식,의정부동,325400,14,24100,700,0
948,11290620,S0002132,카페/디저트,정릉동,758000,44,17200,1600,0
949,11560720,S0023925,찜탕,대림동,7308200,186,39200,1400,2
950,41150520,S0036056,분식,의정부동,15748900,752,20900,1060,1
951,41285551,S0026789,패스트푸드,백석동,447200,27,16700,990,1
952,41800253,S0000389,카페/디저트,전곡읍,1545900,101,15300,520,1
953,11530720,S0000197,분식,고척동,2507900,138,18100,1010,2
954,11530740,S0000061,치킨,개봉동,3527600,161,21900,1310,2
955,11380551,S0026670,분식,갈현동,1836400,89,20600,1240,2
956,41390570,S0019753,야식,목감동,994800,32,30900,1380,1
957,41360570,S0002045,카페/디저트,별내동,3835000,230,16700,2700,1
958,11530730,S0000234,한식,고척동,1538500,70,21900,1020,2
959,41150595,S0037575,치킨,가능동,351200,14,24500,2160,2
960,41190610,S0020880,치킨,중동,5579900,236,23600,1250,0
961,41150510,S0036110,야식,의정부동,7296900,321,22700,1190,3
962,41150510,S0039636,한식,의정부동,1366500,58,23500,1220,0
963,41461320,S0029763,야식,남사면,4680300,200,23400,330,1
964,11530740,S0022412,치킨,개봉동,554500,24,23300,1320,2
965,41190603,S0001106,치킨,심곡동,133300,6,22900,1060,0
966,41173610,S0030068,야식,호계동,9467500,257,36800,1440,3
967,41390570,S0019798,돈까스/일식,조남동,6524600,182,35800,940,1
968,41150520,S0040095,치킨,의정부동,59800,3,19900,1120,0
969,41150561,S0037742,치킨,장암동,2192900,91,24100,1290,0
970,41190603,S0001137,한식,심곡동,6800,0,20500,1830,0
971,41390570,S0019757,패스트푸드,목감동,30256400,1756,17200,900,1
972,11545620,S0002439,한식,독산동,907700,40,22400,1420,2
973,41210650,S0022170,한식,소하동,260800,8,34000,1410,0
974,11530790,S0000288,한식,궁동,918300,30,30100,2150,2
975,41285590,S0026610,치킨,장항동,300600,13,23400,1310,1
976,11305575,S0039282,카페/디저트,미아동,34400,3,12900,740,2
977,41287530,S0023049,한식,일산동,1721600,51,33900,990,1
978,41281650,S0000495,야식,행신동,849700,32,26600,1240,3
979,41190742,S0001527,돈까스/일식,중동,369800,18,20700,1070,3
980,41670510,S0002112,카페/디저트,홍문동,146300,8,18300,3490,1
981,41150578,S0028173,한식,민락동,1635300,48,34200,1330,2
982,41150615,S0025963,치킨,가능동,4300,0,26000,1640,2
983,41190830,S0020667,한식,삼정동,723200,32,22700,1250,0
984,41287510,S0037549,패스트푸드,일산동,3533700,172,20500,1180,1
985,11470620,S0000667,카페/디저트,신정동,1842100,94,19600,1380,2
986,41210650,S0022237,찜탕,일직동,371200,11,33200,1340,0
987,41190603,S0001131,치킨,심곡동,196200,8,23100,1330,0
988,41210550,S0019384,치킨,광명동,1714000,69,24700,1520,2
989,11530720,S0022447,분식,고척동,238300,11,22300,1030,2
990,41480540,S0001999,카페/디저트,동패동,1348600,83,16300,2230,1
991,41190746,S0020619,중식,심곡본동,2509900,110,22700,1100,3
992,41285551,S0029754,한식,백석동,267800,13,20100,1070,1
993,11560605,S0001514,패스트푸드,문래동3가,10507300,615,17100,1060,2
994,41285510,S0026609,치킨,식사동,799900,32,24700,1070,1
995,41150520,S0027564,야식,의정부동,69500,2,29800,2140,3
996,11530560,S0023912,치킨,구로동,3322700,203,16400,1590,2
997,41190742,S0020981,한식,중동,2890300,109,26600,1270,0
998,41210650,S0022180,한식,소하동,4329900,213,20300,1200,0
999,41150510,S0036171,카페/디저트,의정부동,22800,1,19600,870,0
1000,41281640,S0002239,한식,행신동,4099800,235,17400,660,1
1001,41210650,S0022182,한식,소하동,2805200,204,13700,1340,0
1002,11560535,S0032234,분식,영등포동1가,25383700,1276,19900,1210,1
1003,41360253,S0035186,한식,진접읍,9899800,389,25400,1210,1
1004,11560540,S0039106,족발/보쌈,여의도동,14120300,352,40200,1330,3
1005,41150510,S0036483,야식,의정부동,1447900,63,22900,2160,3
1006,41150510,S0026054,찜탕,의정부동,2073000,109,19100,930,0
1007,11620585,S0022312,카페/디저트,봉천동,1040000,54,19300,970,2
1008,41210610,S0021087,돈까스/일식,철산동,523800,23,22600,1630,3
1009,41150520,S0041026,족발/보쌈,의정부동,112800,3,37600,2100,3
1010,11380551,S0022915,족발/보쌈,갈현동,3109500,81,38500,1090,2
1011,41590259,S0002153,카페/디저트,향남읍,1469800,81,18100,2390,1
1012,41390570,S0019728,분식,조남동,2710300,150,18000,830,1
1013,41150520,S0040830,야식,의정부동,698500,32,21800,1530,3
1014,11530720,S0000527,카페/디저트,고척동,43600,2,18700,840,2
1015,11530780,S0000528,카페/디저트,오류동,3378500,174,19500,1210,0
1016,41190795,S0021679,치킨,옥길동,2517000,108,23200,800,0
1017,41281622,S0002301,패스트푸드,화정동,9042500,458,19700,1170,1
1018,41190742,S0021035,치킨,중동,240600,11,21500,950,0
1019,41281650,S0000508,족발/보쌈,행신동,17081900,439,38900,1040,1
1020,41190603,S0001111,찜탕,심곡동,79300,3,26400,1390,0
1021,11530720,S0000233,야식,고척동,42300,2,25400,1900,2
1022,41150567,S0031838,야식,신곡동,1956100,85,23100,1080,3
1023,41150568,S0026430,치킨,신곡동,1364000,56,24500,1220,0
1024,41390594,S0000643,카페/디저트,정왕동,1430200,74,19400,1620,1
1025,41390570,S0019775,돈까스/일식,목감동,6237200,317,19700,1010,1
1026,41150520,S0002629,한식,의정부동,3678000,148,24900,1460,0
1027,41190746,S0020611,야식,심곡본동,1062700,31,34700,1400,3
1028,11470680,S0000664,카페/디저트,신정동,1085800,54,20000,1560,2
1029,11305575,S0039185,한식,미아동,247300,13,19000,680,2
1030,11320522,S0026233,야식,도봉동,666200,16,43000,1470,2
1031,41590253,S0002075,카페/디저트,봉담읍,2918800,170,17200,650,1
1032,41461320,S0002785,찜탕,남사면,12937800,484,26700,820,1
1033,41150510,S0036142,찜탕,의정부동,3547600,100,35600,1270,3
1034,41150576,S0027792,한식,민락동,318300,13,24800,1640,2
1035,41150520,S0036704,카페/디저트,의정부동,275600,13,21500,850,0
1036,41461320,S0035086,분식,남사면,4358300,245,17800,1290,1
1037,41150510,S0036097,한식,의정부동,3238700,144,22400,1500,0
1038,41150510,S0037125,돈까스/일식,의정부동,889700,28,32000,930,3
1039,41150510,S0002672,돈까스/일식,의정부동,2836300,94,30300,880,3
1040,11530720,S0000192,치킨,고척동,5965200,243,24600,2060,2
1041,41360262,S0042173,한식,오남읍,1636100,65,25200,1620,1
1042,41150568,S0037144,찜탕,신곡동,145300,4,34900,760,3
1043,41210540,S0019430,피자,광명동,73700,3,22100,990,2
1044,41190795,S0021775,카페/디저트,옥길동,73900,6,13400,830,0
1045,41150620,S0026748,패스트푸드,녹양동,966400,59,16300,990,2
1046,41190795,S0021686,카페/디저트,옥길동,2054400,120,17000,680,0
1047,41190610,S0020985,한식,중동,412700,14,29800,1120,0
1048,41190744,S0000630,카페/디저트,상동,2040800,106,19200,1560,0
1049,41150568,S0023766,족발/보쌈,신곡동,3475900,94,37000,1070,3
1050,41281540,S0000901,분식,성사동,1965800,96,20400,1140,3
1051,41390593,S0000646,카페/디저트,정왕동,5693300,294,19400,1690,1
1052,41150555,S0041962,찜탕,호원동,1901000,114,16700,720,0
1053,41150578,S0028200,아시안/양식,민락동,607400,21,29400,1040,3
1054,41150568,S0026449,야식,신곡동,820300,29,28000,1560,3
1055,41281655,S0002234,패스트푸드,행신동,6145100,310,19900,900,1
1056,41150510,S0037132,카페/디저트,의정부동,139000,8,18100,1290,0
1057,41285551,S0040048,치킨,백석동,281400,11,25200,1070,1
1058,41190603,S0001084,치킨,심곡동,17200,1,17200,830,0
1059,41150520,S0036908,야식,의정부동,462200,18,25700,1150,3
1060,11290620,S0002131,카페/디저트,정릉동,175900,10,18200,840,0
1061,41150510,S0036105,야식,의정부동,1217200,56,21900,1870,3
1062,41287540,S0040475,회,탄현동,359200,7,52600,1150,0
1063,41285590,S0027609,피자,장항동,1227600,36,34600,1330,0
1064,41281622,S0002351,분식,화정동,2694300,120,22500,850,3
1065,41271560,S0036030,야식,본오동,2996300,110,27400,690,1
1066,11560670,S0021986,피자,신길동,2598200,87,29800,1640,0
1067,41150615,S0022830,한식,가능동,144300,7,21600,1920,2
1068,41210550,S0019467,분식,광명동,387800,18,22200,1440,2
1069,41210610,S0021215,치킨,철산동,254900,12,21000,1240,0
1070,11560660,S0041410,치킨,신길동,6600,0,20000,1340,2
1071,41285570,S0000388,카페/디저트,마두동,475400,33,14500,2780,1
1072,41150615,S0025951,치킨,가능동,855200,34,25200,2050,2
1073,41190746,S0020620,한식,심곡본동,6700,0,40000,1440,0
1074,41210631,S0022061,야식,하안동,8749300,361,24200,1540,1
1075,41150567,S0037853,피자,신곡동,3061700,129,23700,1070,0
1076,41390570,S0019774,분식,조남동,1476800,68,21800,880,1
1077,41210610,S0021161,분식,철산동,312100,18,17700,990,3
1078,11530740,S0000184,찜탕,개봉동,64200,4,18300,1070,2
1079,41360262,S0035588,한식,오남읍,11975200,540,22200,1410,1
1080,11620595,S0000606,카페/디저트,봉천동,2345600,127,18400,1350,2
1081,41390570,S0000650,카페/디저트,목감동,7521500,380,19800,1490,1
1082,41271550,S0029247,피자,본오동,1717100,68,25300,840,1
1083,41190795,S0021712,찜탕,옥길동,6430100,146,44000,1510,3
1084,41150510,S0022688,한식,가능동,329500,17,19800,940,2
1085,11530740,S0022420,야식,개봉동,73300,3,27500,1650,2
1086,41150576,S0028059,치킨,민락동,1996600,82,24300,2260,2
1087,41150580,S0000726,카페/디저트,금오동,130800,6,20700,2140,2
1088,41360570,S0000601,카페/디저트,별내동,4694300,242,19400,2740,1
1089,41285560,S0038765,한식,마두동,918900,38,24000,910,1
1090,41150555,S0040180,카페/디저트,호원동,1865300,104,17900,940,0
1091,41150510,S0036409,한식,의정부동,438100,21,21200,1630,0
1092,41150573,S0039697,치킨,용현동,657500,26,24800,2000,0
1093,41150520,S0036836,치킨,의정부동,542500,19,28100,850,0
1094,41150595,S0025804,찜탕,가능동,1313900,38,34600,1060,2
1095,41150578,S0028931,한식,민락동,1907800,92,20800,1070,2
1096,41150510,S0036364,한식,의정부동,15694800,475,33000,1500,0
1097,41287540,S0040465,치킨,탄현동,161300,7,22500,1160,1
1098,41285510,S0026470,회,식사동,697000,16,44000,1090,0
1099,41281621,S0002368,찜탕,화정동,496500,10,48800,1450,3
1100,41461320,S0028650,치킨,남사면,3175500,120,26600,1620,1
1101,11305575,S0035214,한식,미아동,791200,30,26500,1320,2
1102,41281621,S0002381,족발/보쌈,화정동,1978700,65,30400,1240,3
1103,11530730,S0000205,회,고척동,3300500,77,42800,980,2
1104,41150567,S0026334,한식,신곡동,5354200,201,26700,900,0
1105,41360265,S0000545,카페/디저트,퇴계원읍,4177200,212,19700,2770,1
1106,11560515,S0021976,패스트푸드,영등포동,10000400,498,20100,980,0
1107,41190610,S0021033,치킨,중동,1499000,62,24200,1120,0
1108,41190603,S0001136,치킨,심곡동,6300,0,19000,710,0
1109,11530770,S0001237,한식,오류동,20700,1,24800,1400,0
1110,11530780,S0001223,치킨,오류동,260600,12,22300,1390,0
1111,41190610,S0020925,치킨,중동,515300,22,23800,1370,0
1112,41190742,S0020993,아시안/양식,중동,266600,8,31400,600,3
1113,11320522,S0026249,족발/보쌈,도봉동,9006200,321,28000,940,2
1114,11320680,S0033432,족발/보쌈,쌍문동,2603800,111,23500,1180,2
1115,11545690,S0002014,카페/디저트,시흥동,491300,31,15700,1380,2
1116,41150555,S0041764,피자,호원동,2377600,93,25500,1480,0
1117,41210650,S0022185,치킨,소하동,1054800,47,22300,1620,0
1118,41150580,S0023714,한식,금오동,3674900,112,32700,1450,2
1119,41210540,S0019444,족발/보쌈,광명동,1856300,58,31700,1420,2
1120,41210650,S0022285,돈까스/일식,일직동,73100,3,27400,1440,3
1121,41150620,S0025861,치킨,녹양동,479800,19,25000,1820,2
1122,41150576,S0028366,한식,민락동,909200,36,24900,1030,2
1123,41150576,S0027910,회,민락동,566800,16,35100,1840,0
1124,41281621,S0002266,돈까스/일식,화정동,5433400,250,21700,1040,1
1125,41287540,S0040485,피자,탄현동,2565300,110,23300,1180,1
1126,41190742,S0020976,분식,중동,331800,20,16900,1000,3
1127,11530780,S0001246,치킨,오류동,3252100,129,25100,1210,0
1128,41480540,S0000749,카페/디저트,동패동,2902800,147,19700,2130,1
1129,41250565,S0041386,족발/보쌈,지행동,2515200,62,40500,1020,3
1130,41190795,S0019486,돈까스/일식,괴안동,437800,27,16100,1050,2
1131,41281622,S0002325,족발/보쌈,화정동,5182500,298,17400,840,1
1132,41150510,S0023281,피자,의정부동,1574700,95,16600,1100,0
1133,11530740,S0000183,찜탕,개봉동,2833400,148,19200,1200,2
1134,41150510,S0037603,한식,의정부동,80500,3,25400,1950,0
1135,41150578,S0028922,족발/보쌈,민락동,2905100,78,37300,1330,3
1136,11305575,S0041525,야식,미아동,6300,0,19000,1180,2
1137,41150595,S0022635,한식,의정부동,645700,22,28700,2030,0
1138,11380551,S0035128,회,갈현동,6442200,186,34600,1260,2
1139,41190603,S0001153,야식,심곡동,20900,1,20900,680,3
1140,41150510,S0036500,한식,의정부동,298700,9,32000,2310,0
1141,41150595,S0029171,치킨,가능동,586400,22,26100,1990,2
1142,41150510,S0039919,아시안/양식,의정부동,41600,2,25000,2190,3
1143,41360262,S0042010,회,오남읍,7487200,181,41300,1530,1
1144,41150510,S0036541,돈까스/일식,의정부동,300200,13,23100,1640,3
1145,41271540,S0040966,치킨,본오동,3014600,172,17500,660,1
1146,41281640,S0002235,분식,행신동,1885800,99,19000,1090,3
1147,41113662,S0000631,카페/디저트,금곡동,1667000,89,18800,1040,2
1148,41285570,S0002839,피자,마두동,606400,19,31600,1330,1
1149,11530720,S0000148,한식,고척동,3435700,148,23200,1090,2
1150,41210550,S0019396,한식,광명동,102200,3,38300,1900,2
1151,41271525,S0040837,중식,사동,1955500,93,21000,940,1
1152,41150510,S0039803,회,의정부동,2052800,49,41900,890,0
1153,41190746,S0000634,카페/디저트,송내동,2485700,121,20600,1920,0
1154,41360253,S0026277,한식,진접읍,5277700,165,32000,1410,1
1155,41281622,S0002358,한식,화정동,7445800,266,28000,1330,1
1156,41210540,S0021832,돈까스/일식,광명동,4987300,124,40400,1320,3
1157,41210600,S0021250,카페/디저트,철산동,111000,6,17500,1770,0
1158,41150520,S0028461,족발/보쌈,의정부동,137800,4,34500,2240,3
1159,41190603,S0020602,한식,심곡동,232900,12,20300,1250,0
1160,41281621,S0002369,중식,화정동,2121300,85,25000,1290,1
1161,41590515,S0000636,카페/디저트,새솔동,4926700,251,19700,960,1
1162,41190742,S0020452,돈까스/일식,중동,783200,19,42000,1180,3
1163,41271510,S0025725,야식,일동,260400,10,25200,740,3
1164,11560690,S0034990,족발/보쌈,신길동,3449900,168,20600,1310,2
1165,41150568,S0023629,치킨,신곡동,1238200,63,19800,1340,0
1166,41461250,S0002124,카페/디저트,포곡읍,1102400,62,17800,430,1
1167,11290620,S0002130,카페/디저트,정릉동,80800,4,20200,1960,0
1168,11560680,S0041392,회,신길동,1656300,45,36800,1690,0
1169,11560700,S0029135,분식,대림동,1827200,111,16500,1140,2
1170,41220253,S0002148,카페/디저트,안중읍,578100,31,18900,1260,0
1171,41190606,S0001463,돈까스/일식,원미동,101400,5,21000,1120,3
1172,41150568,S0026375,카페/디저트,신곡동,3113400,185,16800,1170,0
1173,41480540,S0001998,카페/디저트,문발동,1071000,62,17200,2230,1
1174,11320522,S0026234,한식,도봉동,9605200,348,27600,1250,2
1175,41150520,S0036616,치킨,의정부동,296200,12,24000,1860,0
1176,41210650,S0022274,패스트푸드,일직동,315200,16,19700,1290,0
1177,41360253,S0032152,회,진접읍,907000,21,43900,1730,0
1178,11530530,S0029259,피자,구로동,2726700,92,29600,1340,2
1179,41360265,S0001977,카페/디저트,퇴계원읍,1187400,76,15700,2990,0
1180,41360253,S0000544,카페/디저트,진접읍,6076400,313,19400,5550,1
1181,41281622,S0002293,야식,화정동,3565400,146,24300,1000,1
1182,41150576,S0027914,회,민락동,9545800,285,33500,1170,2
1183,41150520,S0002639,아시안/양식,의정부동,629100,22,28200,1580,3
1184,41150620,S0023195,회,녹양동,609800,23,26700,1000,2
1185,11530720,S0022435,분식,고척동,810300,39,20600,1220,2
1186,41190603,S0001154,야식,심곡동,76800,2,32900,1100,3
1187,41390570,S0019773,카페/디저트,산현동,1363400,77,17600,920,1
1188,11530780,S0001279,족발/보쌈,오류동,38800,1,38800,1350,3
1189,41281622,S0002305,야식,화정동,1924200,41,47100,830,3
1190,41281640,S0002258,피자,행신동,58000,2,26800,1150,0
1191,41150545,S0027143,치킨,호원동,35200,2,19200,980,0
1192,41210633,S0022038,치킨,하안동,2077300,89,23400,1650,0
1193,11530560,S0027108,치킨,구로동,2726400,119,22900,1550,2
1194,41150555,S0041678,중식,호원동,914200,44,20800,1660,0
1195,41210600,S0021747,치킨,철산동,117300,5,22000,1210,0
1196,11545610,S0022363,돈까스/일식,독산동,802000,38,21200,940,2
1197,41650250,S0040494,카페/디저트,소흘읍,889900,42,21300,950,1
1198,41650250,S0030278,회,소흘읍,365400,8,46600,780,1
1199,41210650,S0022255,패스트푸드,일직동,540200,22,24200,1260,0
1200,11530720,S0000222,찜탕,고척동,1487000,47,31600,1940,2
1201,41150578,S0028210,한식,민락동,60200,3,21200,1250,2
1202,11530770,S0001296,돈까스/일식,오류동,3796800,157,24200,1410,3
1203,41287540,S0040443,한식,탄현동,65500,2,32800,1250,0
1204,41150595,S0022799,한식,가능동,239200,11,22400,2000,2
1205,41150510,S0027040,족발/보쌈,의정부동,1367800,62,22100,1740,3
1206,41150555,S0041993,족발/보쌈,호원동,8550200,205,41700,990,3
1207,41150520,S0035894,족발/보쌈,의정부동,1797400,45,39900,1140,3
1208,41150567,S0040099,치킨,신곡동,85400,3,25600,1200,0
1209,41150510,S0034930,족발/보쌈,의정부동,2028800,57,35600,1660,3
1210,41210550,S0019462,치킨,광명동,2262700,86,26500,1140,2
1211,41150580,S0023592,찜탕,금오동,1093200,66,16700,820,2
1212,41210631,S0022026,치킨,하안동,6289400,263,23900,1190,1
1213,41190606,S0019596,한식,도당동,1177400,62,18800,1120,2
1214,11560515,S0026701,중식,영등포동,3103800,121,25600,1220,3
1215,41150520,S0036851,분식,의정부동,3530000,198,17800,780,3
1216,41150578,S0028753,치킨,낙양동,55800,3,17600,1720,2
1217,41190603,S0001072,분식,심곡동,3200,0,19000,830,3
1218,41630530,S0000670,카페/디저트,덕정동,1840500,86,21400,910,1
1219,41190795,S0002044,카페/디저트,범박동,2390500,145,16500,1040,2
1220,41150510,S0035140,한식,의정부동,216000,8,26500,2130,0
1221,41250520,S0023015,족발/보쌈,생연동,1113000,31,36100,1100,3
1222,41150510,S0036081,돈까스/일식,의정부동,1796100,86,20800,1970,3
1223,41150567,S0031902,회,신곡동,1701400,40,42000,1680,0
1224,41210650,S0022169,한식,소하동,246600,10,26000,1120,0
1225,41150578,S0028749,치킨,민락동,532200,25,21300,1730,2
1226,41281650,S0000485,치킨,행신동,6352000,289,22000,1120,1
1227,41287540,S0040460,한식,탄현동,4808800,132,36400,1000,1
1228,41390570,S0019735,족발/보쌈,논곡동,6329700,188,33600,1180,1
1229,41210650,S0022251,치킨,일직동,339200,12,27900,1690,0
1230,41150578,S0028870,야식,민락동,352100,13,26700,1470,3
1231,41190610,S0020176,치킨,상동,1246200,60,20900,1170,0
1232,41150567,S0040756,치킨,신곡동,203800,9,22200,1370,0
1233,11320681,S0033429,족발/보쌈,쌍문동,3326300,92,36000,830,2
1234,11545510,S0019297,분식,가산동,5116800,202,25300,840,2
1235,41150510,S0041556,치킨,의정부동,2552900,69,37100,1700,0
1236,41630560,S0002120,카페/디저트,옥정동,1498700,92,16400,1360,1
1237,41150595,S0022676,치킨,가능동,233600,11,21600,2060,2
1238,41650250,S0039885,치킨,소흘읍,8700,0,26000,1060,1
1239,11620595,S0000360,카페/디저트,봉천동,3802800,281,13500,1230,2
1240,41390520,S0020492,카페/디저트,신천동,2102500,132,15900,1020,1
1241,11470620,S0000944,돈까스/일식,신정동,2611400,82,32000,910,3
1242,41150580,S0023885,치킨,금오동,574400,24,23800,1760,2
1243,41390570,S0019725,찜탕,조남동,2071900,120,17200,610,1
1244,41190795,S0021703,카페/디저트,옥길동,439100,18,23700,660,0
1245,41281630,S0001975,분식,토당동,4134200,164,25200,1150,3
1246,41150576,S0040988,야식,민락동,32200,2,21400,2020,3
1247,41190795,S0021802,아시안/양식,옥길동,2952200,77,38300,1120,3
1248,41190606,S0020687,카페/디저트,역곡동,830000,44,18700,980,0
1249,11545510,S0022141,찜탕,가산동,1859200,68,27400,1060,2
